id,date,motion:title,motion:legislative_session,motion:legislative_session_type,motion:session,motion:session_type,count:yes,count:no,count:abstain,count:obstraction,count:blank
52-632.tx,2006-12-06T14:59:42,PEC  Nº 536/1997 - SEGUNDO TURNO DO SUBSTITUTIVO DO SENADO FEDERAL,CD04,ordinary,19,extraordinary,328,4,0,0,0
52-633.tx,2006-12-06T18:30:00,ELEIÇÃO - PARA CARGO DE MINISTRO DO TRIBUNAL DE CONTAS DA UNIÃO,CD04,ordinary,20,extraordinary,0,0,0,0,0
52-634.tx,2006-12-06T21:56:00,REP  Nº 46/2005 - CONTRA O DEPUTADO JOSÉ JANENE - PP/PR,CD04,ordinary,20,extraordinary,210,128,23,0,5
52-635.tx,2006-12-13T13:44:00,PLP  Nº 249/2005 - SUBSTITUTIVO DA COMISSÃO DE FINANÇAS,CD04,ordinary,20,extraordinary,323,19,1,0,0
52-636.tx,2006-12-13T14:24:46,PLP  Nº 249/2005 - EMENDAS COM PARECER FAVORÁVEL,CD04,ordinary,20,extraordinary,266,1,1,0,0
52-637.tx,2006-12-13T17:14:11,PLP  Nº 249/2005 - DVS - ARTIGO 23 DO SUBSTITUTIVO,CD04,ordinary,20,extraordinary,274,91,3,0,0
52-639.tx,2006-12-13T20:17:29,PDC  Nº 1353/2004 - ESCOLHA DO SENHOR LUIZ OTÁVIO PARA CARGO DE MINISTRO DO TCU,CD04,ordinary,21,extraordinary,146,182,13,0,0
52-642.tx,2006-12-20T18:50:27,MPV  Nº 327/2006 - PROJETO DE LEI DE CONVERSÃO,CD04,ordinary,21,extraordinary,247,103,2,0,0
52-614.tx,2006-11-21T18:16:23,MPV  Nº 316/2006 - EMENDA AGLUTINATIVA SUBSTITUTIVA DO ARTIGO 4º,CD04,ordinary,18,ordinary,158,184,4,0,0
52-615.tx,2006-11-22T19:36:49,PLP  Nº 123/2006 - EMENDAS DO SENADO FEDERAL COM PARECER FAVORÁVEL,CD04,ordinary,18,extraordinary,323,0,4,0,0
52-616.tx,2006-11-22T19:53:51,PLP  Nº 123/2004 - EMENDAS DO SENADO FEDERAL COM PARECER CONTRÁRIO,CD04,ordinary,18,extraordinary,5,292,5,0,0
52-617.tx,2006-11-22T20:30:39,PLP  Nº 380/2006 - PROJETO INICIAL,CD04,ordinary,18,extraordinary,339,1,7,0,0
52-619.tx,2006-11-22T21:12:39,PEC  Nº 536/1997 - EMENDAS NºS 1 E 2 COM PARECER PELA REJEIÇÃO,CD04,ordinary,18,extraordinary,7,309,1,0,0
52-618.tx,2006-11-22T21:01:57,PEC  Nº 536/1997 - EMENDAS 3 E 4 COM PARECER PELA APROVAÇÃO,CD04,ordinary,18,extraordinary,348,4,1,0,0
52-620.tx,2006-11-22T21:26:56,PEC  Nº 536/1997 - SUBSTITUTIVO DO SENADO FEDERAL,CD04,ordinary,18,extraordinary,346,5,1,0,0
52-621.tx,2006-11-28T19:05:26,PLP  Nº 76/2003 - ITENS DO SUBSTITUTIVO COM PARECER FAVORÁVEL,CD04,ordinary,19,ordinary,368,0,1,0,0
52-622.tx,2006-11-28T19:34:32,PLP  Nº 76/2003 - ITENS DO SUBSTITUTIVO COM  PARECER CONTRÁRIO,CD04,ordinary,19,ordinary,0,280,0,0,0
52-623.tx,2006-11-28T20:07:33,PLP  Nº 76/2006 - DVS - §4º DO ART. 4º DA MP 2156 (ART. 19),CD04,ordinary,19,ordinary,1,296,1,0,0
52-624.tx,2006-11-29T17:32:21,PL   Nº 4591/2004 - DIPOSITIVOS DO SUBSTITUTIVO COM PARECER FAVORÁVEL,CD04,ordinary,19,ordinary,283,1,8,27,0
52-626.tx,2006-11-29T18:23:45,PLP  Nº 22/2003 - ITENS DO SUBSTITUTIVO COM PARECER FAVORÁVEL,CD04,ordinary,19,ordinary,314,0,0,0,0
52-627.tx,2006-11-29T18:37:40,PLP  Nº 22/2006 - ITENS DO SUBSTITUTIVO COM PARECER CONTRÁRIO,CD04,ordinary,19,ordinary,3,264,0,0,0
52-628.tx,2006-11-29T18:55:44,"PLP  Nº 22/2003 - DVS PMDB - EXPRESÃO ""NO BASA"" (§ 2º DO ART. 4º DA MP 2157)",CD04,ordinary,19,ordinary,2,297,0,0,0
52-629.tx,2006-11-29T19:04:45,"PLP  Nº 22/2006 - DVS PMDB - EXPRESÃO ""NO BASA"" (§ 3º DO ART. 4º DA MP 2157)",CD04,ordinary,19,ordinary,0,274,0,0,0
52-631.tx,2006-11-29T20:09:35,PLP  Nº 184/2004 - SUBSTITUTIVO,CD04,ordinary,19,ordinary,330,0,0,0,0
52-603.tx,2006-09-05T14:48:29,PLP  Nº 123/2004 - SUBEMENDA SUBSTITUTIVA ÀS EMENDAS DE PLENÁRIO,CD04,ordinary,14,extraordinary,308,6,3,0,0
52-605.tx,2006-09-05T17:38:41,PEC  Nº 349/2001 - SUBSTITUTIVO DA COMISSÃO ESPECIAL,CD04,ordinary,14,extraordinary,383,0,4,0,0
52-601.tx,2006-08-01T18:34:39,MPV  Nº 291/2006 - DVS  (PREFERÊNCIA) PARA A EMENDA AGLUTINATIVA Nº 2,CD04,ordinary,13,ordinary,171,2,9,51,0
52-602.tx,2006-08-02T17:59:06,MPV  Nº 291/2006 - DVS (PREFERÊNCIA) PARA A EMENDA AGLUTINATIVA Nº 2,CD04,ordinary,13,ordinary,201,3,8,73,0
52-599.tx,2006-07-11T18:29:14,MPV  Nº 291/2006 - DVS  (PREFERÊNCIA) PARA A EMENDA AGLUTINATIVA Nº 2,CD04,ordinary,12,ordinary,197,42,4,3,0
52-600.tx,2006-07-12T12:58:53,MPV  Nº 291/2006 - DVS (PREFERÊNCIA) PARA A EMENDA AGLUTINATIVA Nº 2,CD04,ordinary,12,extraordinary,180,31,4,11,0
52-589.tx,2006-06-01T12:06:32,MPV  Nº 288/2006 - REQUERIMENTO DE RETIRADA DE PAUTA,CD04,ordinary,9,extraordinary,3,97,4,34,0
52-590.tx,2006-06-06T13:18:35,MPV  Nº 288/2006 - EMENDA 27,CD04,ordinary,9,extraordinary,108,3,7,44,0
52-591.tx,2006-06-06T17:43:04,MPV  Nº 288/2006 - REQUERIMENTO DE RETIRADA DE PAUTA,CD04,ordinary,9,ordinary,50,274,0,0,0
52-592.tx,2006-06-07T12:34:14,MPV  Nº 288/2006 - DVS EMENDA 12,CD04,ordinary,9,extraordinary,274,5,15,73,0
52-593.tx,2006-06-07T19:36:02,MPV  Nº 291/2006 - PARECER DO RELATOR PELA INADEQUAÇÃO FINANCEIRA E ORÇAMENTÁRIA - EMENDAS,CD04,ordinary,9,ordinary,187,242,5,0,0
52-595.tx,2006-06-21T12:58:36,REQUERIMENTO - INCLUSÃO EM PAUTA - REQUERIMENTO CONVOCAÇÃO MINISTRO,CD04,ordinary,10,extraordinary,113,238,6,1,0
52-568.tx,2006-05-02T19:33:57,"MPV  Nº 283/2006 - DVS - EXPRESSÃO ""DEVENDO SER OBJETO DE COMPENSAÇÃO ...""",CD04,ordinary,6,ordinary,253,27,2,46,0
52-570.tx,2006-05-03T19:45:00,REP  Nº 48/2005 - CONTRA O DEPUTADO JOSIAS GOMES - PT/BA,CD04,ordinary,6,ordinary,228,190,19,0,5
52-573.tx,2006-05-10T17:26:57,MPV  Nº 284/2006 - DVS Nº 8 - EMENDA Nº 49,CD04,ordinary,7,ordinary,125,170,1,0,0
52-576.tx,2006-05-11T13:56:56,MPV  Nº 279/2006 - MEDIDA PROVISÓRIA ORIGINAL,CD04,ordinary,7,extraordinary,181,52,1,0,0
52-577.tx,2006-05-16T18:48:21,MPV  Nº 279/2006 - REQUERIMENTO DE RETIRADA DE PAUTA,CD04,ordinary,7,ordinary,5,253,3,75,0
52-581.tx,2006-05-17T17:58:55,MPV  Nº 285/2006 - ADIAMENTO DA DISCUSSÃO POR DUAS SESSÕES,CD04,ordinary,7,ordinary,11,250,4,67,0
52-584.tx,2006-05-17T20:29:46,MPV  Nº 285/2006 - DVS - EMENDA SUBSTITUTIVA 103 - PP,CD04,ordinary,7,ordinary,238,165,0,0,0
52-585.tx,2006-05-23T18:18:47,MPV  Nº 280/2006 - REQUERIMENTO DE RETIRADA DE PAUTA,CD04,ordinary,8,ordinary,30,247,0,2,0
52-586.tx,2006-05-24T19:31:00,REP  Nº 54/2005 - CONTRA O DEPUTADO VADÃO GOMES - PP/SP,CD04,ordinary,8,ordinary,243,161,16,0,4
52-587.tx,2006-05-31T12:47:07,MPV  Nº 287/2006 - REQUERIMENTO DE RETIRADA DE PAUTA,CD04,ordinary,8,extraordinary,63,198,1,0,0
52-588.tx,2006-05-31T20:14:59,MPV  Nº 288/2006 - DVS - EMENDA Nº 4,CD04,ordinary,8,ordinary,164,177,2,0,0
52-554.tx,2006-04-04T18:04:42,MPV  Nº 269/2005 - REQUERIMENTO DE RETIRADA DE PAUTA,CD04,ordinary,4,ordinary,2,255,1,63,0
52-555.tx,2006-04-04T20:08:39,MPV  Nº 269/2005 - DVS - EMENDA Nº 4 DO SENADO FEDERAL,CD04,ordinary,4,ordinary,183,220,3,0,0
52-557.tx,2006-04-06T13:08:29,REQUERIMENTO - INCLUSÃO EM PAUTA DA CONVOCAÇÃO MINISTRO JUSTIÇA,CD04,ordinary,4,extraordinary,84,7,17,110,0
52-558.tx,2006-04-11T19:13:05,MPV  Nº 280/2006 - REQUERIMENTO DE RETIRADA DE PAUTA,CD04,ordinary,4,ordinary,71,216,0,1,0
52-559.tx,2006-04-11T20:41:04,MPV  Nº 280/2006 - DVS  EMENDA Nº 12,CD04,ordinary,4,ordinary,127,174,0,0,0
52-561.tx,2006-04-12T12:32:50,MPV  Nº 280/2006 - DVS EMENDA Nº 113,CD04,ordinary,4,extraordinary,170,115,0,1,0
52-563.tx,2006-04-25T18:35:49,MPV  Nº 275/2005 - REQUERIMENTO DE RETIRADA DE PAUTA,CD04,ordinary,5,ordinary,15,246,3,58,0
52-564.tx,2006-04-26T17:50:43,MPV  Nº 275/2005 - DVS - ARTIGO 1º DO PLV DO SF,CD04,ordinary,5,extraordinary,111,182,0,0,0
52-565.tx,2006-04-26T20:31:51,MPV  Nº 281/2006 - PARECER DO RELATOR PELA ADMISSIBILIDADE,CD04,ordinary,6,extraordinary,190,152,1,0,0
52-566.tx,2006-04-27T13:14:29,MPV  Nº 283/2006 - PARECER DO RELATOR PELA ADMISSIBILIDADE,CD04,ordinary,6,extraordinary,172,47,0,22,0
52-553.tx,2006-03-29T17:07:36,MPV  Nº 278/2006 - REQUERIMENTO DE RETIRADA DE PAUTA,CD04,ordinary,3,ordinary,2,299,0,28,0
52-551.tx,2006-03-22T23:40:00,REP  Nº 43/2005 - CONTRA O DEP. JOÃO MAGNO - PT/MG,CD04,ordinary,2,extraordinary,201,207,10,0,5
52-552.tx,2006-03-28T18:19:49,MPV  Nº 278/2006 - REQUERIMENTO DE RETIRADA DE PAUTA,CD04,ordinary,3,ordinary,2,295,0,38,0
52-550.tx,2006-03-22T22:22:18,REP  Nº 43/2005 - REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR DUAS SESSÕES,CD04,ordinary,2,extraordinary,77,285,1,26,0
52-532.tx,2006-03-14T19:36:20,MPV  Nº 276/2006 - PROJETO DE LEI DE CONVERSÃO,CD04,ordinary,1,ordinary,261,4,1,67,0
52-531.tx,2006-03-14T18:13:13,MPV  Nº 276/2006 - REQUERIMENTO DE RETIRADA DE PAUTA,CD04,ordinary,1,ordinary,9,259,3,72,0
52-528.tx,2006-03-09T12:06:58,MPV  Nº 276/2006 - REQUERIMENTO DE ADIAMENTO DA VOTAÇAO POR UMA SESSÃO,CD04,ordinary,1,extraordinary,6,226,4,58,0
52-527.tx,2006-03-07T17:53:28,MPV  Nº 275/2005 - REQUERIMENTO DE PREFERÊNCIA PARA EMENDA AGLUTINATIVA,CD04,ordinary,1,ordinary,117,237,0,0,0
52-529.tx,2006-03-08T22:23:00,REP  Nº 52/2005 - CONTRA O DEP. PROFESSOR LUIZINHO - PT/SP,CD04,ordinary,1,extraordinary,183,253,10,0,3
52-505.tx,2006-02-01T17:30:55,PL   Nº 6272/2005 - DVS PDT - EMENDA Nº 36,CD05,extraordinary,2,ordinary,122,222,4,1,0
52-508.tx,2006-02-01T19:53:33,PEC  Nº 347/1996 - SEGUNDO TURNO,CD05,extraordinary,2,ordinary,438,7,7,0,0
52-509.tx,2006-02-01T20:05:49,PEC  Nº 7/2003 - SEGUNDO TURNO,CD05,extraordinary,2,ordinary,390,0,0,1,0
52-510.tx,2006-02-01T20:36:37,PEC  Nº 199/2003 - SEGUNDO TURNO,CD05,extraordinary,2,extraordinary,431,12,1,0,0
52-511.tx,2006-02-02T12:54:46,PEC  Nº 536/1997 - SEGUNDO TURNO,CD05,extraordinary,2,extraordinary,399,2,2,0,0
52-512.tx,2006-02-07T17:46:30,PL   Nº 4428/2004 - REQUERIMENTO DE URGÊNCIA,CD05,extraordinary,2,ordinary,286,1,0,0,0
52-514.tx,2006-02-07T19:45:03,PL   Nº 4776/2005 - MATÉRIA COM PARECER PELA REJEIÇÃO,CD05,extraordinary,2,ordinary,221,199,0,0,0
52-516.tx,2006-02-08T19:25:33,PEC  Nº 548/2002 - SEGUNDO TURNO,CD05,extraordinary,2,extraordinary,329,142,0,0,0
52-517.tx,2006-02-09T12:45:59,PL   Nº 5855/2005 - REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO,CD05,extraordinary,2,extraordinary,199,122,3,0,0
52-519.tx,2006-02-13T20:48:05,MPV  Nº 272/2005 - REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR UMA SESSÃO,CD05,extraordinary,3,extraordinary,39,287,2,33,0
52-520.tx,2006-02-14T12:13:27,MPV  Nº 273/2005 - REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR DUAS SESSÕES,CD05,extraordinary,3,extraordinary,1,277,3,69,0
52-523.tx,2006-02-21T18:13:45,MPV  Nº 275/2005 - REQUERIMENTO DE PREFERÊNCIA PARA VOTAÇÃO DA MP INICIAL,CD04,ordinary,0,ordinary,197,59,5,98,0
52-525.tx,2006-02-22T12:49:12,MPV  Nº 275/2005 - REQUERIMENTO DE RETIRADA DE PAUTA,CD04,ordinary,0,extraordinary,15,217,2,86,0
52-486.tx,2006-01-17T19:28:21,PDC  Nº 2075/2005 - REQUERIMENTO DE URGÊNCIA,CD05,extraordinary,0,ordinary,460,9,1,0,0
52-487.tx,2006-01-18T20:18:54,PEC  Nº 347/1996 - EMENDA AGLUTINATIVA SUBSTITUTIVA Nº 2,CD05,extraordinary,0,ordinary,466,1,0,0,0
52-488.tx,2006-01-18T20:52:42,"PEC  Nº 7/2003 - DVS EXPRESSÃO ""AGENTE DE COMBATE ÀS ENDEMIAS""",CD05,extraordinary,0,extraordinary,400,4,2,0,0
52-489.tx,2006-01-18T21:07:49,"PEC  Nº 7/2003 - EXPRESSÃO "" ... E PASSAM A INTEGRAR QUADRO...""",CD05,extraordinary,0,extraordinary,14,384,1,0,0
52-490.tx,2006-01-18T21:28:27,PEC  Nº 199/2003 - PROJETO INICIAL,CD05,extraordinary,0,extraordinary,436,10,3,0,0
52-491.tx,2006-01-19T13:22:46,MPV  Nº 268/2005 - PARECER  DO RELATOR PELA ADMISSIBILIDADE,CD05,extraordinary,0,extraordinary,279,99,3,0,0
52-493.tx,2006-01-24T20:06:58,PEC  Nº 536/1997 - SUBSTITUTIVO COMISSÃO ESPECIAL,CD05,extraordinary,1,ordinary,457,5,0,0,0
52-494.tx,2006-01-24T20:46:11,PEC  Nº 536/1997 - EMENDA AGLUTINATIVA Nº 1,CD05,extraordinary,1,extraordinary,437,2,1,0,0
52-495.tx,2006-01-24T21:01:36,PEC  Nº 536/1997 - DVS PSC - ARTIGO 6º,CD05,extraordinary,1,extraordinary,391,1,1,0,0
52-496.tx,2006-01-24T21:49:18,"PEC  Nº 536/2006 - DVS PFL - EXPRESSÃO: ""PARA CADA REGIÃO POLÍTICO-ADMINISTRATIVA""",CD05,extraordinary,1,extraordinary,62,386,3,0,0
52-497.tx,2006-01-25T19:20:51,PL   Nº 6272/2005 - SUBSTITUTIVO DA COMISSÃO ESPECIAL,CD05,extraordinary,1,ordinary,342,115,2,1,0
52-498.tx,2006-01-25T20:16:29,PEC  Nº 548/2002 - EMENDAS 1 E 2 COM PARECER PELA REJEIÇÃO,CD05,extraordinary,1,extraordinary,2,421,0,0,0
52-499.tx,2006-01-25T20:51:52,PEC  Nº 548/2002 - PROPOSIÇÃO INICIAL,CD05,extraordinary,1,extraordinary,343,143,1,0,0
52-500.tx,2006-01-26T12:13:17,PL   Nº 6272/2005 - DVS PP - EMENDA Nº 64,CD05,extraordinary,1,extraordinary,178,198,3,0,0
52-501.tx,2006-01-26T13:06:12,"PL   Nº 6272/2005 - DVS Nº 2 - EXPRESSÃO ""APÓS A APROVAÇÃO ...""",CD05,extraordinary,1,extraordinary,165,200,4,0,0
52-502.tx,2006-01-31T17:58:09,MPV  Nº 267/2005 - EMENDA DO SENADO FEDERAL,CD05,extraordinary,1,ordinary,283,59,1,0,0
52-504.tx,2006-01-31T20:47:41,MPV  Nº 269/2005 - DVS  PSDB - ARTIGO 13,CD05,extraordinary,2,extraordinary,258,158,0,0,0
52-470.tx,2005-12-07T13:58:17,PLP  Nº 244/2005 - PROJETO DE LEI COMPLEMENTAR - SUBSTITUTIVO COMISSÃO FINANÇAS,CD03,ordinary,32,extraordinary,291,0,0,0,0
52-471.tx,2005-12-07T17:42:08,PLP  Nº 187/1997 - EMENDA SUBSTITUTIVA DE PLENÁRIO,CD03,ordinary,32,ordinary,334,0,0,0,0
52-473.tx,2005-12-07T19:58:11,PL   Nº 5524/2005 - SUBSTITUTIVO DA COMISSÃO DE FINANÇAS E TRIBUTAÇÃO,CD03,ordinary,32,ordinary,272,34,0,0,0
52-474.tx,2005-12-07T21:26:34,PEC  Nº 7/2003 - SUBSTITUTIVO DA COMISSÃO ESPECIAL,CD03,ordinary,32,extraordinary,386,0,1,0,0
52-475.tx,2005-12-07T21:43:41,"PEC  Nº 7/2003 - DVS PTB - EXPRESSÃO ""PODERÃO ADMITIR",CD03,ordinary,32,extraordinary,344,0,2,0,0
52-476.tx,2005-12-13T19:41:18,MPV  Nº 264/2005 - EMENDAS EM BLOCO DE 1 A 46,CD03,ordinary,32,extraordinary,92,253,2,0,0
52-478.tx,2005-12-13T21:25:47,PL   Nº 5524/2005 - DVS PSDB - EMENDA Nº 20,CD03,ordinary,32,extraordinary,298,48,3,1,0
52-479.tx,2005-12-13T22:19:06,PL   Nº 5524/2005 - DVS PT - INCISO I  § 1º DO ARTIGO 4º,CD03,ordinary,32,extraordinary,77,216,5,1,0
52-441.tx,2005-11-01T11:53:25,MPV  Nº 258/2005 - REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR UMA SESSÃO,CD03,ordinary,29,extraordinary,6,76,6,62,0
52-442.tx,2005-11-08T18:05:00,MPV  Nº 258/2005 - REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR DUAS SESSÕES,CD03,ordinary,29,ordinary,15,257,5,100,0
52-445.tx,2005-11-08T21:31:25,MPV  Nº 258/2005 - REQUERIMENTO DE RETIRADA DE PAUTA,CD03,ordinary,29,extraordinary,22,254,4,62,0
52-452.tx,2005-11-08T23:50:04,MPV  Nº 258/2005 - PROJETO DE LEI DE CONVERSÃO,CD03,ordinary,29,extraordinary,250,29,2,49,0
52-458.tx,2005-11-09T12:45:35,MPV  Nº 258/2005 - REQUERIMENTO DE RETIRADA DE PAUTA,CD03,ordinary,29,extraordinary,11,250,1,82,0
52-459.tx,2005-11-09T20:58:36,MPV  Nº 258/2005 - DVS PSOL - EMENDA Nº 363,CD03,ordinary,30,extraordinary,110,174,4,1,0
52-460.tx,2005-11-09T21:37:32,MPV  Nº 258/2005 - DVS PPS - ARTIGO Nº 49 DO PLV,CD03,ordinary,30,extraordinary,138,246,4,0,0
52-463.tx,2005-11-16T18:30:54,MPV  Nº 260/2005 - PARECER DO RELATOR PELA ADMISSIBILIDADE,CD03,ordinary,30,ordinary,220,86,2,0,0
52-467.tx,2005-11-29T19:54:34,PL   Nº 4559/2004 - REQUERIMENTO DE URGÊNCIA,CD03,ordinary,31,extraordinary,382,2,0,3,0
52-468.tx,2005-11-29T20:18:12,PL   Nº 3627/2004 - REQUERIMENTO DE URGÊNCIA,CD03,ordinary,31,extraordinary,185,2,2,80,0
52-422.tx,2005-10-04T18:41:31,MPV  Nº 255/2005 - REQUERIMENTO PARA VOTAÇÃO SEJA FEITA POR GRUPOS DE ARTIGOS,CD03,ordinary,27,ordinary,220,136,1,0,0
52-424.tx,2005-10-05T17:47:36,MPV  Nº 256/2005 - PARECER DO RELATOR PELA ADMISSIBILIDADE,CD03,ordinary,27,ordinary,258,77,1,0,0
52-425.tx,2005-10-05T19:14:47,MPV  Nº 257/2005 - REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR DUAS SESSÕES,CD03,ordinary,27,ordinary,71,255,3,1,0
52-429.tx,2005-10-11T16:44:21,MPV  Nº 252/2005 - DVS PT - EMENDA Nº 9,CD03,ordinary,27,extraordinary,201,25,9,4,0
52-430.tx,2005-10-19T17:10:11,MPV  Nº 259/2005 - REQUERIMENTO DE RETIRADA DE PAUTA,CD03,ordinary,28,ordinary,20,276,2,16,0
52-432.tx,2005-10-19T19:22:56,MPV  Nº 259/2005 - DVS PFL - EMENDA Nº 3,CD03,ordinary,28,ordinary,104,237,3,28,0
52-434.tx,2005-10-20T17:34:40,MPV  Nº 258/2005 - REQUERIMENTO DE RETIRADA DE PAUTA,CD03,ordinary,28,ordinary,2,92,1,32,0
52-435.tx,2005-10-25T17:16:38,MPV  Nº 258/2005 - REQUERIMENTO DE RETIRADA DE PAUTA,CD03,ordinary,28,ordinary,133,148,0,8,0
52-436.tx,2005-10-26T17:02:03,MPV  Nº 258/2005 - REQUERIMENTO DE RETIRADA DE PAUTA,CD03,ordinary,28,ordinary,8,162,7,149,0
52-437.tx,2005-10-26T19:50:01,MPV  Nº 258/2005 - REQUERIMENTO DE RETIRADA DE PAUTA,CD03,ordinary,29,extraordinary,13,249,4,84,0
52-439.tx,2005-10-31T19:02:14,MPV  Nº 258/2005 - REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR DUAS SESSÕES,CD03,ordinary,29,ordinary,12,178,4,53,0
52-406.tx,2005-08-17T17:57:45,MPV  Nº 248/2005 - REQUERIMENTO DE RETIRADA DE PAUTA,CD03,ordinary,21,ordinary,19,316,1,0,0
52-408.tx,2005-08-23T19:18:01,MPV  Nº 252/2005 - REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO,CD03,ordinary,22,ordinary,292,33,1,0,0
52-409.tx,2005-08-24T18:21:55,MPV  Nº 252/2005 - DVS PSDB - EMENDA Nº 336,CD03,ordinary,22,extraordinary,330,20,1,0,0
52-413.tx,2005-08-31T18:51:57,MPV  Nº 251/2005 - EMENDAS DO SENADO FEDERAL,CD03,ordinary,23,ordinary,84,235,1,0,0
52-392.tx,2005-07-04T21:35:44,MPV  Nº 250/2005 - REQUERIMENTO DE RETIRADA DE PAUTA,CD03,ordinary,16,extraordinary,2,159,3,72,0
52-393.tx,2005-07-05T13:34:58,MPV  Nº 250/2005 - REQUERIMENTO DE RETIRADA DE PAUTA,CD03,ordinary,16,extraordinary,5,214,3,66,0
52-394.tx,2005-07-05T17:44:31,MPV  Nº 250/2005 - REQUERIMENTO DE RETIRADA DE PAUTA,CD03,ordinary,16,extraordinary,14,252,2,100,0
52-396.tx,2005-07-06T13:20:42,PDC  Nº 1274/2004 - REFERENDO ARMA DE FOGO - REQUERIMENTO DE URGÊNCIA,CD03,ordinary,16,extraordinary,282,88,1,1,0
52-400.tx,2005-07-06T19:49:52,PL   Nº 4955/2005 - SUBSTITUTIVO,CD03,ordinary,17,extraordinary,53,234,2,1,0
52-401.tx,2005-07-06T22:38:54,PDC  Nº 1274/2004 - REFERENDO ARMAS DE FOGO,CD03,ordinary,17,extraordinary,258,48,5,0,0
52-403.tx,2005-07-13T18:36:57,PL   Nº 1144/2003 - REQUERIMENTO DE RETIRADA DE PAUTA,CD03,ordinary,17,ordinary,5,160,4,52,0
52-347.tx,2005-06-01T17:11:01,MPV  Nº 241/2005 - PARECER DO RELATOR PELA ADMISSIBILIDADE,CD03,ordinary,11,extraordinary,272,100,4,0,0
52-348.tx,2005-06-01T18:15:36,"MPV  Nº 241/2005 - DVS PSDB - EXPRESSÃO: "" ENCARGOS FINANCEIROS""",CD03,ordinary,11,extraordinary,284,81,3,0,0
52-349.tx,2005-06-07T19:31:41,MPV  Nº 242/2005 - PARECER DO RELATOR PELA ADMISSIBILIDADE,CD03,ordinary,12,ordinary,213,198,3,1,0
52-350.tx,2005-06-08T17:37:46,MPV  Nº 242/2005 - DVS PDT -  § 10º  DO ARTIGO 29,CD03,ordinary,12,ordinary,6,166,5,74,0
52-351.tx,2005-06-15T17:32:21,MPV  Nº 242/2005 - DVS PDT - § 10º DO ART. Nº 29,CD03,ordinary,13,ordinary,171,164,2,1,0
52-356.tx,2005-06-16T17:30:41,MPV  Nº 245/2005 - REQUERIMENTO DE RETIRADA DE PAUTA,CD03,ordinary,13,ordinary,7,63,8,68,0
52-360.tx,2005-06-22T12:01:32,MPV  Nº 248/2005 - REQUERIMENTO DE RETIRADA DE PAUTA,CD03,ordinary,14,extraordinary,17,274,3,53,0
52-361.tx,2005-06-22T19:26:24,MPV  Nº 248/2005 - PROJETO DE LEI DE CONVERSÃO,CD03,ordinary,14,ordinary,172,230,1,0,0
52-362.tx,2005-06-22T20:22:12,MPV  Nº 248/2005 - EMENDAS Nº 4 a 15,CD03,ordinary,14,ordinary,16,318,6,2,0
